"Product Id","Product Type","Product Vendor","Collection Titles","Product Tags","Product Title","Product Description (HTML)","Product Description (Plain Text)","Product Category","Product Handle","Product MetaTitle","Product MetaDescription","Product Created At","Product Updated At","Product Published At","Product Status","Product Image","Product Video",Product.custom.launch
298780164136,,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship",hall-of-fame,LBD,"<p>Everyone needs an LBD (Little Black Dress)! This black-on-black crystal pen is sure to be a cult classic.</p>","Everyone needs an LBD (Little Black Dress)! This black-on-black crystal pen is sure to be a cult classic.",Pens,lbd-black-chrome-crystal-pen,LBD,"Everyone needs an LBD (Little Black Dress)! This black-on-black crystal pen is sure to be a cult classic. Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",2017-11-26T22:06:11Z,2026-01-21T23:12:40Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/lbd-limited-edition-1.jpg?v=1518129169, https://cdn.shopify.com/s/files/1/0694/3771/products/lbd-limited-edition-2.jpg?v=1518129169, https://cdn.shopify.com/s/files/1/0694/3771/products/lbd-limited-edition-3.jpg?v=1518129169, https://cdn.shopify.com/s/files/1/0694/3771/products/lbd-limited-edition-4.jpg?v=1518129172, https://cdn.shopify.com/s/files/1/0694/3771/products/lbd-limited-edition-5.jpg?v=1518129173",,2018-01-26
758432628856,,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship","hall-of-fame,safari",Giraffe,"<p><strong>Giraffe</strong> has a cream barrel with giraffe spots and gold hardware. The crystals are blended with matching shades of<span> brown and peach, and it has a matching gem on top.</span></p>","Giraffe has a cream barrel with giraffe spots and gold hardware. The crystals are blended with matching shades of brown and peach, and it has a matching gem on top.",Pens,giraffe-safari-collection,Giraffe,"Giraffe has a cream barrel with giraffe spots and gold hardware. The crystals are blended with matching shades of brown and peach, and it has a matching gem on top.",2018-04-27T19:43:05Z,2026-01-21T23:12:36Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/giraffe-safari-collection-1.jpg?v=1589684533, https://cdn.shopify.com/s/files/1/0694/3771/products/giraffe-safari-collection-2.jpg?v=1589684533, https://cdn.shopify.com/s/files/1/0694/3771/products/giraffe-safari-collection-3.jpg?v=1589684533, https://cdn.shopify.com/s/files/1/0694/3771/products/giraffe-safari-collection-4.jpg?v=1589684534",,2018-02-19
9142133953,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","dolce vita,hall-of-fame",Marquina,"<p>A marbled black barrel with diamond crystals,<span> </span>finished in gold hardware. </p>
<p>Each pen comes with black ink with a <a href=""https://www.pengems.com/products/standard-ballpoint-refill-ink-cartridges-0-7mm-medium"" title=""PenGems Standard Ink Cartridge"">standard medium ballpoint cartridge</a>. We'll also send an extra standard cartridge for every pen.</p>","A marbled black barrel with diamond crystals, finished in gold hardware. 
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,marquina-marble-autograph-crystal-pen,Marquina,"A marbled black barrel with diamond crystals, finished in gold hardware.  Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",2017-04-06T19:00:46Z,2026-01-21T23:12:46Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-marquina-dolce-vita-limited-edition-1.jpg?v=1518129078,,2017-10-25
10225024449,Pens,PENGEMS,"The Whites, OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens, Neutrals, Shop by Color, Gold",hall-of-fame,"To Brie or Not to Brie","<p><strong>To Brie or Not to Brie</strong>, there's no question you'll love this crystal pen! It's a gorgeous cream color and has this amazing blend of honey and vanilla crystals that shine like crazy. The gold hardware and ivory gem on top give it a really elegant touch. It's the perfect pen for when you want to add a little sophistication to your writing. Plus, it's refillable so you can use it for years to come. And the name is just so pun-tastic, it's sure to make you smile every time you use it.</p>","To Brie or Not to Brie, there's no question you'll love this crystal pen! It's a gorgeous cream color and has this amazing blend of honey and vanilla crystals that shine like crazy. The gold hardware and ivory gem on top give it a really elegant touch. It's the perfect pen for when you want to add a little sophistication to your writing. Plus, it's refillable so you can use it for years to come. And the name is just so pun-tastic, it's sure to make you smile every time you use it.",Pens,to-brie-or-not-to-brie-crystal-pen,"To Brie or Not to Brie","To Brie or Not to Brie has a glossy cream barrel with a matching blend of honey and vanilla crystals finished in gold hardware with an ivory gem on top.",2017-09-27T21:48:43Z,2026-01-21T23:12:41Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-to-brie-or-not-to-brie-1.jpg?v=1669088829, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-to-brie-or-not-to-brie-wine-country-2_14ac8c6c-1753-47aa-bde3-81a05bce065f.jpg?v=1669088829, https://cdn.shopify.com/s/files/1/0694/3771/products/pens-to-brie-or-not-to-brie-2.jpg?v=1669088829, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-to-brie-or-not-to-brie-wine-country-2.jpg?v=1657246954",,
9817360193,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Raspberry,"Raspberry has a shimmering pink enamel berry with a blend of purple, pink, and blue crystals inside, and a pink gem on top. It is part of the Berrylicious collection.","Raspberry has a shimmering pink enamel berry with a blend of purple, pink, and blue crystals inside, and a pink gem on top. It is part of the Berrylicious collection.",Pens,raspberry-signature-crystal-pen,Raspberry,"Raspberry has a shimmering pink enamel berry with a blend of purple, pink, and blue crystals inside, and a pink gem on top. It is part of the Berrylicious collection.",2017-07-06T03:43:50Z,2026-01-21T23:12:44Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-raspberry-berrylicious-limited-edition-1.jpg?v=1518129094,,2017-09-17
9129501569,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Silver, Stocking Stuffers, Shop by Color, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Supernova,"Supernova features bright red, orange topaz, and jet black crystals blended together. The black enamel barrel has a metallic finish that looks like tiny stars that catch the light. ","Supernova features bright red, orange topaz, and jet black crystals blended together. The black enamel barrel has a metallic finish that looks like tiny stars that catch the light.",Pens,supernova-signature-crystal-pen,Supernova,"Supernova features bright red, orange topaz, and jet black crystals blended together. The black enamel barrel has a metallic finish that looks like tiny stars that catch the light.",2017-04-04T20:16:58Z,2026-01-21T23:12:47Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-supernova-stargazer-limited-edition-1.jpg?v=1518129063,,2017-06-26
753766924408,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","hall-of-fame,Pippin Loves Fiona",Fiona,"<p><strong>Fiona</strong> has a flamingo pink barrel with black crystals, finished with black chrome and a jet black gem on top.</p>
<p>Fiona is part of the <a href=""https://www.pengems.com/collections/pippin-loves-fiona"">Pippin Loves Fiona Collection</a>.</p>
<p><span><d></d></span></p>","Fiona has a flamingo pink barrel with black crystals, finished with black chrome and a jet black gem on top.
Fiona is part of the Pippin Loves Fiona Collection.",Pens,fiona,Fiona,"Fiona has a flamingo pink barrel with black crystals, finished with black chrome and a jet black gem on top. Fiona is part of the Pippin Loves Fiona Collection.",2018-04-18T00:51:29Z,2026-01-21T23:12:37Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-fiona-1.jpg?v=1621363329, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-fiona-2.jpg?v=1627405031",,2018-08-31
7078118273,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Paper Princess II","<p>You don't have to be Cinderella to love this enchanting new designer pen. With pink, amethyst, and gold crystals, topped with a magical a color-shifting <span>Preciosa</span><span>® Vitrail Light </span>purple and gold crystal, it's like your fairy godmother let you borrow her magic wand. Bippidi boppidi boo!</p>","You don't have to be Cinderella to love this enchanting new designer pen. With pink, amethyst, and gold crystals, topped with a magical a color-shifting Preciosa® Vitrail Light purple and gold crystal, it's like your fairy godmother let you borrow her magic wand. Bippidi boppidi boo!",Pens,paper-princess-plans-designer-collection-crystal-pen,"Paper Princess II","You don't have to be Cinderella to love this enchanting new designer pen. With pink, amethyst, and gold crystals, topped with a magical a color-shifting Preciosa® Vitrail Light purple and gold crystal, it's like your fairy godmother let you borrow her magic wand. Bippidi boppidi boo!",2016-07-21T22:09:46Z,2026-01-21T23:12:51Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-paper-princess-designer-crystal-pen-1.jpg?v=1497223796, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-paper-princess-designer-crystal-pen-2.jpg?v=1497223800",,2016-10-23
9295791681,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"the1407planners III","<p>This is the third designer pen from the1407planners! It has a dark champagne barrel topped with a sunset of colors ranging from light peach to dark pink. Cheers!</p>","This is the third designer pen from the1407planners! It has a dark champagne barrel topped with a sunset of colors ranging from light peach to dark pink. Cheers!",Pens,the1407planners-designer-crystal-pen,"the1407planners III","This is the third designer pen from the1407planners! It has a dark champagne barrel topped with a sunset of colors ranging from light peach to dark pink. Cheers!",2017-04-27T15:34:45Z,2026-01-21T23:12:45Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-the1407planners-3-designer-limited-edition-1.jpg?v=1518129082, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-the1407planners-3-designer-limited-edition-2.jpg?v=1518129086",,2017-12-15
7078231937,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Macchiato,"<p><strong>Limited Edition</strong></p>
<p>Treat yourself to a yummy concoction inspired by a macchiato from your favorite coffee shop. This pen features a milky white barrel, topped with an ombré blend of brown, gold, nude, and clear crystals. It's topped with a Preciosa smoked topaz crystal on top. </p>
<p>Each pen comes with black ink with a <a href=""https://www.pengems.com/products/standard-ballpoint-refill-ink-cartridges-0-7mm-medium"" title=""PenGems Standard Ink Cartridge"">standard medium ballpoint cartridge</a>. We'll also send an extra standard cartridge for every pen.</p>","Limited Edition
Treat yourself to a yummy concoction inspired by a macchiato from your favorite coffee shop. This pen features a milky white barrel, topped with an ombré blend of brown, gold, nude, and clear crystals. It's topped with a Preciosa smoked topaz crystal on top. 
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,macchiato-coffee-collection-limited-edition-crystal-pen,Macchiato,"Limited Edition Treat yourself to a yummy concoction inspired by a macchiato from your favorite coffee shop. This pen features a milky white barrel, topped with an ombré blend of brown, gold, nude, and clear crystals. It's topped with a Preciosa smoked topaz crystal on top.  Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",2016-07-21T22:20:42Z,2026-01-21T23:12:49Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-macchiato-coffee-shop-limited-edition-1.jpg?v=1518129010,,2016-11-14
9949825473,,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship",hall-of-fame,"Blue Rainbow","<p>This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.</p>","This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.",Pens,blue-rainbow-signature-pen,"Blue Rainbow","This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.",2017-07-26T20:39:02Z,2026-01-21T23:12:43Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/blue-rainbow-limited-edition-1.jpg?v=1518129123,,2017-08-28
9949773377,,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship","hall-of-fame,rainbow","Black Rainbow","This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.","This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.",Pens,black-rainbow-signature-pen,"Black Rainbow","This pen is part of the Rainbow Collection of ten limited-edition pens. Each pen has eight colorful crystals suspended in the chamber, with silver hardware details. All pens in the Rainbow Collection have a 12-facet colorshifting rainbow crystal on top.",2017-07-26T20:31:22Z,2026-01-21T23:12:44Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/black-rainbow-limited-edition-1.jpg?v=1518129108,,2017-08-28
8671054337,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,xoMamaPlans,"<p>The magic of Hawaii captured in a pen! Tropical shades of pink, green, and blue catch the light like flowers and waves.</p>
<p>Each pen comes with black ink with a <a href=""https://www.pengems.com/products/standard-ballpoint-refill-ink-cartridges-0-7mm-medium"" title=""PenGems Standard Ink Cartridge"">standard medium ballpoint cartridge</a>. We'll also send an extra standard cartridge for every pen.</p>","The magic of Hawaii captured in a pen! Tropical shades of pink, green, and blue catch the light like flowers and waves.
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,xomamaplans-designer-crystal-pen,xoMamaPlans,"The magic of Hawaii captured in a pen! Tropical shades of pink, green, and blue catch the light like flowers and waves. Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",2017-01-16T21:18:23Z,2026-01-21T23:12:48Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-xomamaplans-designer-limited-edition-1.jpg?v=1518129044, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-xomamaplans-designer-limited-edition-2.jpg?v=1518129045",,2017-12-15
10324483777,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"London Calling","<p>A blend of crystals in shades of red, blue, and gray on a glossy gray barrel, topped with an iridescent red and blue aurora crystal and finished with silver hardware.</p>
<p>Each pen comes with black ink with a <a href=""https://www.pengems.com/products/standard-ballpoint-refill-ink-cartridges-0-7mm-medium"" title=""PenGems Standard Ink Cartridge"">standard medium ballpoint cartridge</a>. We'll also send an extra standard cartridge for every pen.</p>","A blend of crystals in shades of red, blue, and gray on a glossy gray barrel, topped with an iridescent red and blue aurora crystal and finished with silver hardware.
Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",Pens,london-calling-signature-crystal-pen,"London Calling","A blend of crystals in shades of red, blue, and gray on a glossy gray barrel, topped with an iridescent red and blue aurora crystal and finished with silver hardware. Each pen comes with black ink with a standard medium ballpoint cartridge. We'll also send an extra standard cartridge for every pen.",2017-10-18T17:56:25Z,2026-01-21T23:12:41Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-london-calling-citypop-limited-edition-1.jpg?v=1530414610, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-london-calling-citypop-limited-edition-2.jpg?v=1530414610",,2018-02-24
3977210433,,PENGEMS,"OrderlyEmails - Recommended Products, Silver, Stocking Stuffers, Shop by Metal, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship",hall-of-fame,"Alliance for Lupus Research | Sparkle for a Cause","<p><em><strong>$5030.10 raised of $5000 goal as of July 1, 2016.</strong></em></p>
<p><strong>100% of the sales of this Sparkle for a Cause PenGem will be donated to the Alliance for Lupus Research. </strong>The PenGem features an dark purple enameled barrel topped with violet and white diamond rhinestones.</p>
<p>Lupus is one of many disorders of the immune system known as autoimmune diseases. In autoimmune diseases, the immune system turns against parts of the body it is designed to protect. This leads to inflammation and damage to various body tissues. Lupus can affect many parts of the body, including the joints, skin, kidneys, heart, lungs, blood vessels, and brain. Although people with the disease may have many different symptoms, some of the most common ones include extreme fatigue, painful or swollen joints (arthritis), unexplained fever, skin rashes, and kidney problems.</p>
<p>At present, there is no cure for lupus. However, lupus can be effectively treated with drugs, and most people with the disease can lead active, healthy lives. Lupus is characterized by periods of illness, called flares, and periods of wellness, or remission. Understanding how to prevent flares and how to treat them when they do occur helps people with lupus maintain better health. Intense research is underway, and scientists funded by the NIH are continuing to make great strides in understanding the disease, which may ultimately lead to a cure.</p>
The Alliance for Lupus Research (ALR) is a national voluntary health organization based in New York City that was founded in 1999 and is chaired by Robert Wood Johnson IV, a member of the founding family of Johnson &amp; Johnson. By committing millions of dollars to significant lupus research every year and holding nationwide <a>lupus walks</a> to secure additional funding, the ALR is proactively battling lupus. To learn more, please visit <a href=""http://www.lupusresearch.org"" title=""http://www.lupusresearch.org/"">www.lupusresearch.org</a>.","$5030.10 raised of $5000 goal as of July 1, 2016.
100% of the sales of this Sparkle for a Cause PenGem will be donated to the Alliance for Lupus Research. The PenGem features an dark purple enameled barrel topped with violet and white diamond rhinestones.
Lupus is one of many disorders of the immune system known as autoimmune diseases. In autoimmune diseases, the immune system turns against parts of the body it is designed to protect. This leads to inflammation and damage to various body tissues. Lupus can affect many parts of the body, including the joints, skin, kidneys, heart, lungs, blood vessels, and brain. Although people with the disease may have many different symptoms, some of the most common ones include extreme fatigue, painful or swollen joints (arthritis), unexplained fever, skin rashes, and kidney problems.
At present, there is no cure for lupus. However, lupus can be effectively treated with drugs, and most people with the disease can lead active, healthy lives. Lupus is characterized by periods of illness, called flares, and periods of wellness, or remission. Understanding how to prevent flares and how to treat them when they do occur helps people with lupus maintain better health. Intense research is underway, and scientists funded by the NIH are continuing to make great strides in understanding the disease, which may ultimately lead to a cure.
The Alliance for Lupus Research (ALR) is a national voluntary health organization based in New York City that was founded in 1999 and is chaired by Robert Wood Johnson IV, a member of the founding family of Johnson &amp; Johnson. By committing millions of dollars to significant lupus research every year and holding nationwide lupus walks to secure additional funding, the ALR is proactively battling lupus. To learn more, please visit www.lupusresearch.org.",Pens,sparkle-for-a-cause-alliance-for-lupus-research,"Alliance for Lupus Research | Sparkle for a Cause","$5030.10 raised of $5000 goal as of July 1, 2016. 100% of the sales of this Sparkle for a Cause PenGem will be donated to the Alliance for Lupus Research. The PenGem features an dark purple enameled barrel topped with violet and white diamond rhinestones. Lupus is one of many disorders of the immune system known as autoimmune diseases. In autoimmune diseases, the immune system turns against parts of the body it is designed to protect. This leads to inflammation and damage to various body tissues. Lupus can affect many parts of the body, including the joints, skin, kidneys, heart, lungs, blood vessels, and brain. Although people with the disease may have many different symptoms, some of the most common ones include extreme fatigue, painful or swollen joints (arthritis), unexplained fever, skin rashes, and kidney problems. At present, there is no cure for lupus. However, lupus can be effectively treated with drugs, and most people with the disease can lead active, healthy lives. Lupus is characterized by periods of illness, called flares, and periods of wellness, or remission. Understanding how to prevent flares and how to treat them when they do occur helps people with lupus maintain better health. Intense research is underway, and scientists funded by the NIH are continuing to make great strides in understanding the disease, which may ultimately lead to a cure. The Alliance for Lupus Research (ALR) is a national voluntary health organization based in New York City that was founded in 1999 and is chaired by Robert Wood Johnson IV, a member of the founding family of Johnson &amp; Johnson. By committing millions of dollars to significant lupus research every year and holding nationwide lupus walks to secure additional funding, the ALR is proactively battling lupus. To learn more, please visit www.lupusresearch.org.",2018-11-23T01:18:00Z,2026-01-21T23:08:57Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/alliance-for-lupus-research-sparkle-for-a-cause-1.jpg?v=1518129006, https://cdn.shopify.com/s/files/1/0694/3771/products/alliance-for-lupus-research-sparkle-for-a-cause-2.jpg?v=1518129006",,2016-04-18
491370971176,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Uptown Girl","<p><strong>Uptown Girl</strong> is a chic neutral with a blend of bronze, silver, and cream crystals on a gunmetal gray barrel with goldtone hardware.</p>","Uptown Girl is a chic neutral with a blend of bronze, silver, and cream crystals on a gunmetal gray barrel with goldtone hardware.",Pens,uptown-girl,"Uptown Girl","Uptown Girl is a chic neutral with a blend of bronze, silver, and cream crystals on a gunmetal gray barrel with goldtone hardware.",2018-03-23T01:53:06Z,2026-01-21T23:12:37Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-uptown-girl-1.jpg?v=1621363321, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-uptown-girl-2.jpg?v=1621363320, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-uptown-girl-3.jpg?v=1621363320, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-uptown-girl-4_a88772ea-2c11-4157-8fab-dd68f8225f8d.jpg?v=1621363320, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-uptown-girl-4.jpg?v=1621363320",,2018-01-23
9129515585,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,Spotlight,"<p>Silver chrome with a blend of crystals in shades of blue with a silver chrome gem on top.</p>","Silver chrome with a blend of crystals in shades of blue with a silver chrome gem on top.",Pens,spotlight-silver-chrome-crystal-pen,Spotlight,"Silver chrome with a blend of crystals in shades of blue with a silver chrome gem on top.",2017-04-04T20:20:30Z,2026-01-21T23:12:47Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-spotlight-hollywood-boulevard-limited-edition-1.jpg?v=1526145194,,2018-01-26
758395240568,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens",hall-of-fame,"Wildflower Silver","<p><span>A glossy white barrel covered in wildflowers and butterflies, topped with a blend of pastel crystals and silver hardware.</span></p>","A glossy white barrel covered in wildflowers and butterflies, topped with a blend of pastel crystals and silver hardware.",Pens,wildflower-silver,"Wildflower Silver","A glossy white barrel covered in wildflowers and butterflies, topped with a blend of pastel crystals and silver hardware.",2018-04-27T19:06:55Z,2026-01-21T23:12:36Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/pen-wildflower-silver-limited-edition-1.jpg?v=1530414621,,2018-05-25
2281740609,Stylus,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship",hall-of-fame,"National Breast Cancer Foundation 2015","<p><strong>*Sold Out* With your help, we raised $810 for the National Breast Cancer Foundation!</strong></p>
<p><span style=""line-height: 1.4;"">We are passionate about helping those affected by breast cancer, so we're hosting a fundraiser through the end of October, while supplies last. </span></p>
<p><span style=""line-height: 1.4;"">100% of the sales from these two special-edition Stylus PenGems will go to the </span><a href=""http://www.nationalbreastcancer.org/"" title=""National Breast Cancer Foundation"" style=""line-height: 1.4;"">National Breast Cancer Foundation (NBCF)</a><span style=""line-height: 1.4;"">. </span><strong style=""line-height: 1.4;"">Not just the proceeds, the full sale amount</strong><span style=""line-height: 1.4;"">. If you purchase one for $8, then we'll send $8 to the NBCF. If you purchase both for $15, we'll send $15.</span></p>
<p>The NBCF's mission is to help women now by providing help and inspiring hope to those affected by breast cancer through early detection, education and support services. Find out more at <a href=""http://www.nationalbreastcancer.org/"" target=""_blank"" title=""National Breast Cancer Foundation"">www.nationalbreastcancer.org</a>.</p>","*Sold Out* With your help, we raised $810 for the National Breast Cancer Foundation!
We are passionate about helping those affected by breast cancer, so we're hosting a fundraiser through the end of October, while supplies last. 
100% of the sales from these two special-edition Stylus PenGems will go to the National Breast Cancer Foundation (NBCF). Not just the proceeds, the full sale amount. If you purchase one for $8, then we'll send $8 to the NBCF. If you purchase both for $15, we'll send $15.
The NBCF's mission is to help women now by providing help and inspiring hope to those affected by breast cancer through early detection, education and support services. Find out more at www.nationalbreastcancer.org.",Pens,sparkle-for-a-cause,"National Breast Cancer Foundation 2015","*Sold Out* With your help, we raised $810 for the National Breast Cancer Foundation! We are passionate about helping those affected by breast cancer, so we're hosting a fundraiser through the end of October, while supplies last.  100% of the sales from these two special-edition Stylus PenGems will go to the National Breast Cancer Foundation (NBCF). Not just the proceeds, the full sale amount. If you purchase one for $8, then we'll send $8 to the NBCF. If you purchase both for $15, we'll send $15. The NBCF's mission is to help women now by providing help and inspiring hope to those affected by breast cancer through early detection, education and support services. Find out more at www.nationalbreastcancer.org.",2015-10-20T22:30:55Z,2026-01-21T23:14:36Z,,ARCHIVED,https://cdn.shopify.com/s/files/1/0694/3771/products/stylus-sparkle-for-a-cause-1.jpeg?v=1466038566,,2015-10-23
758444228728,Pens,PENGEMS,"OrderlyEmails - Recommended Products, Stocking Stuffers, Shop by Color, Friends & Family, All Except Gift Cards, All Items, Most sold products, Ready to Ship, All Pens","art deco,hall-of-fame",Gatsby,"<p><strong>Gatsby</strong> has a blend of crystals in shades of peach, a glossy white barrel with an Art Deco flourish, and rose gold hardware. The gem on top is rose gold mirrored chrome.</p>","Gatsby has a blend of crystals in shades of peach, a glossy white barrel with an Art Deco flourish, and rose gold hardware. The gem on top is rose gold mirrored chrome.",Pens,gatsby-art-deco-collection,Gatsby,"Gatsby has a blend of crystals in shades of peach, a glossy white barrel with an Art Deco flourish, and rose gold hardware. The gem on top is rose gold mirrored chrome.",2018-04-27T19:53:23Z,2026-01-21T23:12:35Z,,ARCHIVED,"https://cdn.shopify.com/s/files/1/0694/3771/products/pen-gatsby-art-deco-collection-limited-edition-1.jpg?v=1548085073, https://cdn.shopify.com/s/files/1/0694/3771/products/pen-gatsby-art-deco-collection-limited-edition-2.jpg?v=1548085073",,2018-12-13
